	token	coref	ner
3753	gesteld	O	O
3754	dat	O	O
3755	de	(392	O
3756	wethouder	392)	O
3757	de	(817	O
3758	genoemde	O	O
3759	punten	817)	O
3760	in	O	O
3761	het	(814	O
3762	plan	O	O
3763	van	O	O
3764	aanpak	814)|(818)	O
3765	zal	O	O
3766	moeten	O	O
3767	verwerken	816)	O
3768	.	O	O
3769	Hij	(819)	O
3770	herhaalt	O	O
3771	dat	O	O
3772	het	(820)	O
3773	hem	(819)	O
3774	erom	O	O
3775	gaat	O	O
3776	dat	O	O
3777	organisaties	(821)|(822	O
3778	,	O	O
3779	scholen	O	O
3780	e.d	822)	O
3781	.	O	O
3782	die	O	O
3783	bij	O	O
3784	de	(823	O
3785	gemeente	823)	O
3786	huren	O	O
3787	,	O	O
3788	kunnen	O	O
3789	aankloppen	O	O
3790	bij	O	O
3791	de	(630	O
3792	gemeente	630)	O
3793	als	O	O
3794	zij	(824)	O
3795	bijvoorbeeld	O	O
3796	TL-verlichting	(825)	O
3797	willen	O	O
3798	vervangen	O	O
3799	door	O	O
3800	LED-verlichting	(826)	O
3801	,	O	O
3802	omdat	O	O
3803	zij	(825)	O
3804	daarmee	O	O
3805	hun	(825)|(827	O
3806	energiekosten	827)	O
3807	kunnen	O	O
3808	verlagen	O	O
3809	.	O	O
3810	Kan	O	O
3811	het	(828)	O
3812	georganiseerd	O	O
3813	worden	O	O
3814	dat	O	O
3815	de	(630	O
3816	gemeente	630)	O
3817	in	O	O
3818	zulke	(829	O
3819	gevallen	829)	O
3820	zegt	O	O
3821	dat	O	O
3822	ze	(630)	O
3823	zal	O	O
3824	bekijken	O	O
3825	of	O	O
3826	dat	(830)	O
3827	geregeld	O	O
3828	kan	O	O
3829	worden	O	O
3830	?	O	O
3831	Op	O	O
3832	dit	(831	O
3833	moment	831)	O
3834	krijgen	O	O
3835	zij	(825)	O
3836	te	O	O
3837	horen	O	O
3838	:	O	O
3839	wacht	O	O
3840	u	(832)	O
3841	even	O	O
3842	af	O	O
3843	,	O	O
3844	want	O	O
3845	over	O	O
3846	een	(833	O
3847	aantal	O	O
3848	jaren	833)|(834)	O
3849	gaan	O	O
3850	we	(835)	O
3851	het	(836	O
3852	hele	O	O
3853	gebouw	836)	O
3854	verbouwen	O	O
3855	en	O	O
3856	dan	O	O
3857	gaan	O	O
3858	we	(835)	O
3859	dergelijke	(837	O
3860	maatregelen	837)	O
3861	doorvoeren	O	O
3862	.	O	O
3863	Daar	O	O
3864	zijn	O	O
3865	die	(839|(838	O
3866	scholen	838)	O
3867	en	O	O
3868	organisaties	839)	O
3869	nu	O	O
3870	niet	O	O
3871	mee	O	O
3872	geholpen	O	O
3873	.	O	O
3874	De	(840|(357	O
3875	heer	O	O
3876	Van	O	B-PER
3877	Heuven	357)	E-PER
3878	(	O	O
3879	PvdD	840)|(358)	O
3880	)	O	O
3881	stelt	O	O
3882	dat	O	O
3883	het	(841	O
3884	klimaat	841)	O
3885	oncontroleerbaar	O	O
3886	opwarmt	O	O
3887	.	O	O
3888	De	(630	O
3889	gemeente	630)	O
3890	moet	O	O
3891	dan	O	O
3892	het	(842	O
3893	goede	O	O
3894	voorbeeld	842)	O
3895	geven	O	O
3896	bij	O	O
3897	het	(843	O
3898	tegengaan	O	O
3899	van	O	O
3900	een	(844	O
3901	klimaatcrisis	844)|843)	O
3902	.	O	O
3903	Toch	O	O
3904	faalt	O	O
3905	Utrecht	(609)	O
3906	jammerlijk	O	O
3907	bij	O	O
3908	het	(845	O
3909	verduurzamen	O	O
3910	van	O	O
3911	de	(846	O
3912	eigen	O	O
3913	gebouwen	846)|845)	O
3914	,	O	O
3915	zo	O	O
3916	oordeelt	O	O
3917	de	(130	O
3918	Rekenkamer	130)	O
3919	.	O	O
3920	In	O	O
3921	de	(265	O
3922	commissie	265)	O
3923	zei	O	O
3924	de	(392	O
3925	wethouder	392)	O
3926	dat	O	O
3927	hij	(392)	O
3928	wel	O	O
3929	wil	O	O
3930	verduurzamen	O	O
3931	,	O	O
3932	maar	O	O
3933	dat	O	O
3934	het	(847	O
3935	verduurzamen	O	O
3936	van	O	O
3937	het	(848	O
3938	eigen	O	O
3939	vastgoed	848)|847)	O
3940	ingewikkeld	O	O
3941	is	O	O
3942	en	O	O
3943	geld	(849)	O
3944	kost	O	O
3945	.	O	O
3946	De	(392	O
3947	wethouder	392)	O
3948	zei	O	O
3949	in	O	O
3950	de	(265	O
3951	commissie	265)	O
3952	ook	O	O
3953	dat	O	O
3954	er	O	O
3955	begin	O	O
3956	2023	(850)	O
3957	een	(851	O
3958	plan	O	O
3959	komt	O	O
3960	,	O	O
3961	waarin	O	O
3962	hij	(392)	O
3963	ook	O	O
3964	zal	O	O
3965	terugkomen	O	O
3966	op	O	O
3967	de	(852	O
3968	vraag	O	O
3969	of	O	O
3970	alles	(853)	O
3971	in	O	O
3972	2040	(854)	O
3973	wel	O	O
3974	energieneutraal	O	O
3975	kan	O	O
3976	zijn	852)|851)	O
3977	.	O	O
3978	Daarmee	O	O
3979	lijkt	O	O
3980	hij	(392)	O
3981	dus	O	O
3982	doelstellingen	(855)	O
3983	terzijde	O	O
3984	te	O	O
3985	schuiven	O	O
3986	.	O	O
3987	De	(358	O
3988	PvdD	358)	O
3989	vindt	O	O
3990	dat	(856)	O
3991	onacceptabel	O	O
3992	.	O	O
3993	De	(358	O
3994	PvdD	358)	O
3995	wil	O	O
3996	aan	O	O
3997	het	(857	O
3998	genoemde	O	O
3999	plan	857)	O
4000	wel	O	O
4001	enige	(858	O
4002	richting	858)	O
4003	geven	O	O
4004	.	O	O
4005	Wat	O	O
4006	de	(358	O
4007	PvdD	358)	O
4008	betreft	O	O
4009	is	O	O
4010	gemeentelijk	(859	O
4011	vastgoed	859)	O
4012	wél	O	O
4013	energieneutraal	O	O
4014	in	O	O
4015	2040	(860)	O
4016	,	O	O
4017	liefst	O	O
4018	sneller	O	O
4019	.	O	O
4020	Dat	(861)	O
4021	kost	O	O
4022	geld	(862)	O
4023	en	O	O
4024	dat	(863)	O
4025	is	O	O
4026	ingewikkeld	O	O
4027	,	O	O
4028	maar	O	O
4029	als	O	O
4030	er	O	O
4031	tijdens	O	O
4032	de	(864	O
4033	coronacrisis	864)	O
4034	financiële	(865	O
4035	spelregels	O	O
4036	aangepast	O	O
4037	worden	O	O
4038	,	O	O
4039	zoals	O	O
4040	aanpassing	(866	O
4041	van	O	O
4042	het	(867	O
4043	weerstandsvermogen	867)|866)|865)	O
4044	,	O	O
4045	dan	O	O
4046	moet	O	O
4047	dat	(868)	O
4048	ook	O	O
4049	kunnen	O	O
4050	als	O	O
4051	het	(869)	O
4052	gaat	O	O
4053	om	O	O
4054	de	(844	O
4055	klimaatcrisis	844)	O
4056	.	O	O
4057	Voordeel	O	O
4058	daarvan	O	O
4059	is	O	O
4060	dat	O	O
4061	door	O	O
4062	het	(870	O
4063	energieneutraal	O	O
4064	maken	870)	O
4065	tegelijk	O	O
4066	bespaard	O	O
4067	wordt	O	O
4068	op	O	O
4069	de	(871	O
4070	steeds	O	O
4071	hoger	O	O
4072	wordende	O	O
4073	energiekosten	O	O
4074	van	O	O
4075	de	(872	O
4076	gemeentelijke	O	O
4077	gebouwen	872)|871)	O
4078	.	O	O
4079	Daarom	O	O
4080	dient	O	O
4081	hij	(392)	O
4082	motie	O	O
4083	230	O	O
4084	in	O	O
4085	(	O	O
4086	Verduurzaam	(873	O
4087	gemeentelijk	O	O
4088	vastgoed	873)	O
4089	)	O	O
4090	,	O	O
4091	samen	O	O
4092	met	O	O
4093	Volt	(874)|(875	O
4094	,	O	O
4095	EenUtrecht	(876)	O
4096	en	O	O
4097	BIJ1	875)|(877)	O
4098	,	O	O
4099	waarin	O	O
4100	het	(233	O
4101	college	233)	O
4102	wordt	O	O
4103	opgeroepen	O	O
4104	om	O	O
4105	koersvast	O	O
4106	te	O	O
4107	blijven	O	O
4108	en	O	O
4109	in	O	O
4110	het	(878	O
4111	in	O	O
4112	2023	(879)	O
4113	verschijnende	O	O
4114	plan	878)	O
4115	in	O	O
4116	te	O	O
4117	zetten	O	O
4118	op	O	O
4119	energieneutraal	(880)	O
4120	en	O	O
4121	dus	O	O
4122	fossielvrij	O	O
4123	gemeentelijk	O	O
4124	vastgoed	O	O
4125	,	O	O
4126	uiterlijk	O	O
4127	in	O	O
4128	2040	(881)	O
4129	,	O	O
4130	zo	O	O
4131	mogelijk	O	O
4132	eerder	O	O
4133	.	O	O
4134	Mevrouw	(882	O
4135	Assen	O	S-PER
4136	(	O	O
4137	PvdA	882)|(883)	O
4138	)	O	O
4139	vindt	O	O
4140	dat	O	O
4141	de	(357	O
4142	heer	O	O
4143	Van	O	B-PER
4144	Heuven	357)	E-PER
4145	toch	O	O
4146	een	(884	O
4147	beetje	884)	O
4148	selectief	O	O
4149	shopt	O	O
4150	in	O	O
4151	het	(885	O
4152	rapport	O	O
4153	van	O	O
4154	de	(130	O
4155	Rekenkamer	130)|885)	O
4156	.	O	O
4157	Die	(886)	O
4158	geeft	O	O
4159	immers	O	O
4160	aan	O	O
4161	dat	O	O
4162	bepaalde	(887	O
4163	doelen	887)	O
4164	niet	O	O
4165	haalbaar	O	O
4166	zijn	O	O
4167	.	O	O
4168	Een	(888	O
4169	reflectie	O	O
4170	daarop	888)	O
4171	zou	O	O
4172	passend	O	O
4173	zijn	O	O
4174	.	O	O
4175	Raadsvergadering	(889	O
4176	van	O	O
4177	15	(890	O
4178	september	O	O
4179	2022	890)	O
4180	9	O	O
4181	De	(892|(891	O
4182	heer	O	O
4183	Van	O	B-PER
4184	Heuven	891)	E-PER
4185	(	O	O
4186	PvdD	892)|889)|(358)	O
4187	)	O	O
4188	stelt	O	O
4189	dat	O	O
4190	men	(893)	O
4191	voor	O	O
4192	de	(894	O
4193	grote	O	O
4194	opgave	O	O
4195	staat	O	O
4196	om	O	O
4197	de	(844	O
4198	klimaatcrisis	844)	O
4199	te	O	O
4200	bestrijden	894)	O
4201	.	O	O
4202	De	(630	O
4203	gemeente	630)	O
4204	heeft	O	O
4205	gemeentelijk	(895	O
4206	vastgoed	O	O
4207	dat	O	O
4208	te	O	O
4209	verduurzamen	O	O
4210	is	895)	O
4211	.	O	O
4212	Ze	(630)	O
4213	kan	O	O
4214	daarin	O	O
4215	dus	O	O
4216	een	(896	O
4217	rol	896)	O
4218	spelen	O	O
4219	.	O	O
4220	Dat	(897)	O
4221	ligt	O	O
4222	binnen	O	O
4223	de	(898	O
4224	invloedssfeer	O	O
4225	van	O	O
4226	de	(90	O
4227	raad	90)|898)	O
4228	.	O	O
4229	Als	O	O
4230	er	O	O
4231	technische	(899	O
4232	redenen	O	O
4233	zijn	O	O
4234	op	O	O
4235	grond	(900	O
4236	waarvan	O	O
4237	een	(901	O
4238	pand	901)	O
4239	niet	O	O
4240	energieneutraal	O	O
4241	gemaakt	O	O
4242	kan	O	O
4243	worden	900)|899)	O
4244	,	O	O
4245	dan	O	O
4246	zou	O	O
4247	daarin	O	O
4248	geïnvesteerd	O	O
4249	moeten	O	O
4250	worden	O	O
4251	om	O	O
4252	dat	(901	O
4253	pand	901)	O
4254	wél	O	O
4255	energieneutraal	O	O
4256	te	O	O
4257	maken	O	O
4258	.	O	O
4259	Mevrouw	(902	O
4260	Assen	O	S-PER
4261	(	O	O
4262	PvdA	902)|(903)	O
4263	)	O	O
4264	denkt	O	O
4265	dat	O	O
4266	het	(904)	O
4267	lonender	O	O
4268	is	O	O
4269	om	O	O
4270	meer	(905	O
4271	panden	905)	O
4272	sneller	O	O
4273	bijna	O	O
4274	energieneutraal	O	O
4275	te	O	O
4276	maken	O	O
4277	,	O	O
4278	dan	O	O
4279	te	O	O
4280	focussen	O	O
4281	op	O	O
4282	het	(906	O
4283	helemaal	O	O
4284	energieneutraal	O	O
4285	maken	O	O
4286	van	O	O
4287	alle	(905	O
4288	panden	905)|906)	O
4289	.	O	O
4290	De	(907|(357	O
4291	heer	O	O
4292	Van	O	B-PER
4293	Heuven	357)	E-PER
4294	(	O	O
4295	PvdD	907)|(358)	O
4296	)	O	O
4297	stelt	O	O
4298	dat	O	O
4299	het	(908)	O
4300	zaak	(909)	O
4301	is	O	O
4302	om	O	O
4303	zo	O	O
4304	snel	O	O
4305	mogelijk	O	O
4306	van	O	O
4307	alle	(910	O
4308	fossiele	O	O
4309	brandstoffen	910)	O
4310	af	O	O
4311	te	O	O
4312	komen	O	O
4313	.	O	O
4314	Waarom	O	O
4315	zou	O	O
4316	men	(911)	O
4317	dan	O	O
4318	op	O	O
4319	een	(912	O
4320	bepaald	O	O
4321	punt	912)	O
4322	stoppen	O	O
4323	?	O	O
4324	Het	(913)	O
4325	lijkt	O	O
4326	hem	(914)	O
4327	geen	(915	O
4328	goed	O	O
4329	idee	915)	O
4330	dat	O	O
4331	er	O	O
4332	in	O	O
4333	2040	(916)	O
4334	in	O	O
4335	een	(917	O
4336	aantal	O	O
4337	gebouwen	917)|(918)	O
4338	nog	O	O
4339	5%	(919	O
4340	aardgas	919)	O
4341	nodig	O	O
4342	is	O	O
4343	omdat	O	O
4344	de	(630	O
4345	gemeente	630)	O
4346	niet	O	O
4347	goed	O	O
4348	geïnvesteerd	O	O
4349	heeft	O	O
4350	.	O	O
4351	De	(920	O
4352	heer	O	O
4353	Van	O	B-PER
4354	Vliet	O	E-PER
4355	(	O	O
4356	D66	920)|(921)	O
4357	)	O	O
4358	dankt	O	O
4359	de	(130	O
4360	Rekenkamer	130)	O
4361	voor	O	O
4362	het	(313	O
4363	rapport	313)	O
4364	.	O	O
4365	Zijn	(922)|(923	O
4366	fractie	923)	O
4367	onderschrijft	O	O
4368	alle	(924	O
4369	aanbevelingen	924)	O
4370	.	O	O
4371	Ze	(925)	O
4372	heeft	O	O
4373	nog	O	O
4374	overwogen	O	O
4375	een	(926	O
4376	amendement	926)	O
4377	in	O	O
4378	te	O	O
4379	dienen	O	O
4380	om	O	O
4381	voor	O	O
4382	de	(927	O
4383	komende	O	O
4384	winter	927)	O
4385	stappen	(928	O
4386	te	O	O
4387	zetten	O	O
4388	om	O	O
4389	Utrechtse	(929	O
4390	vastgoedpanden	929)	O
4391	op	O	O
4392	een	(930	O
4393	lagere	O	O
4394	temperatuur	930)	O
4395	in	O	O
4396	te	O	O
4397	stellen	O	O
4398	en	O	O
4399	isolatie	(931)	O
4400	aan	O	O
4401	te	O	O
4402	brengen	928)	O
4403	.	O	O
4404	Dit	(932)	O
4405	blijkt	O	O
4406	echter	O	O
4407	lastig	O	O
4408	,	O	O
4409	omdat	O	O
4410	de	(630	O
4411	gemeente	630)	O
4412	de	(933	O
4413	huurders	933)	O
4414	niet	O	O
4415	kan	O	O
4416	dwingen	O	O
4417	deze	(934	O
4418	stappen	934)	O
4419	te	O	O
4420	nemen	O	O
4421	.	O	O
4422	Hij	(935)	O
4423	vraagt	O	O
4424	zowel	(936	O
4425	de	(130	O
4426	Rekenkamer	130)	O
4427	als	O	O
4428	het	(233	O
4429	college	233)|936)	O
4430	of	O	O
4431	de	(937	O
4432	analyse	937)	O
4433	klopt	O	O
4434	dat	O	O
4435	men	(938)	O
4436	deze	(939	O
4437	stap	939)	O
4438	niet	O	O
4439	kan	O	O
4440	nemen	O	O
4441	.	O	O
4442	Kan	O	O
4443	de	(392	O
4444	wethouder	392)	O
4445	toezeggen	O	O
4446	dat	O	O
4447	dit	(940)	O
4448	wel	O	O
4449	gerealiseerd	O	O
4450	wordt	O	O
4451	in	O	O
4452	de	(941	O
4453	panden	O	O
4454	waar	O	O
4455	dit	(942)	O
4456	wel	O	O
4457	kan	941)	O
4458	?	O	O
4459	Tot	O	O
4460	slot	O	O
4461	de	(943	O
4462	volgende	O	O
4463	vraag	O	O
4464	aan	O	O
4465	de	(557|(130	O
4466	Rekenkamer	130)	O
4467	en	O	O
4468	de	(392	O
4469	wethouder	392)|557)|943)	O
4470	:	O	O
4471	klopt	O	O
4472	het	(944)	O
4473	dat	O	O
4474	verduurzaming	(945)	O
4475	nu	O	O
4476	gekoppeld	O	O
4477	wordt	O	O
4478	aan	O	O
4479	de	(946	O
4480	normale	O	O
4481	onderhoudscyclus	O	O
4482	van	O	O
4483	vastgoed	946)|(947)	O
4484	en	O	O
4485	dat	O	O
4486	dit	(948)	O
4487	mede	O	O
4488	de	(949	O
4489	oorzaak	O	O
4490	is	O	O
4491	van	O	O
4492	het	(950	O
4493	niet	O	O
4494	halen	O	O
4495	van	O	O
4496	de	(951	O
4497	duurzaamheidsdoelstellingen	951)|950)|949)	O
4498	?	O	O
4499	Zou	O	O
4500	het	(952)	O
4501	dan	O	O
4502	kunnen	O	O
4503	helpen	O	O
4504	om	O	O
4505	deze	(953	O
4506	cyclus	953)	O
4507	te	O	O
4508	doorbreken	O	O
4509	door	O	O
4510	de	(954	O
4511	landelijke	O	O
4512	wetgeving	O	O
4513	te	O	O
4514	volgen	O	O
4515	,	O	O
4516	die	O	O
4517	zegt	O	O
4518	dat	O	O
4519	elke	(955	O
4520	verduurzaming	O	O
4521	die	O	O
4522	zich	(956)	O
4523	binnen	O	O
4524	vijf	(957	O
4525	jaar	957)	O
4526	terugverdient	955)	O
4527	,	O	O
4528	gerealiseerd	O	O
4529	moet	O	O
4530	worden	954)	O
4531	?	O	O
4532	Mevrouw	(958	O
4533	Zwinkels	O	S-PER
4534	(	O	O
4535	CDA	958)|(959)	O
4536	)	O	O
4537	merkt	O	O
4538	op	O	O
4539	dat	O	O
4540	haar	(960)|(961	O
4541	fractie	961)	O
4542	in	O	O
4543	de	(265	O
4544	commissie	265)	O
4545	heeft	O	O
4546	begrepen	O	O
4547	dat	O	O
4548	de	(962	O
4549	basis	962)	O
4550	niet	O	O
4551	op	O	O
4552	orde	(963)	O
4553	is	O	O
4554	.	O	O
4555	Dat	(964)	O
4556	is	O	O
4557	kwalijk	O	O
4558	,	O	O
4559	zeker	O	O
4560	als	O	O
4561	de	(630	O
4562	gemeente	630)	O
4563	het	(965	O
4564	goede	O	O
4565	voorbeeld	965)	O
4566	wil	O	O
4567	geven	O	O
4568	.	O	O
4569	Haar	(966)|(967	O
4570	fractie	967)	O
4571	zal	O	O
4572	de	(968	O
4573	motie	O	O
4574	van	O	O
4575	de	(396	O
4576	VVD	396)|968)	O
4577	steunen	O	O
4578	en	O	O
4579	wacht	O	O
4580	het	(969	O
4581	antwoord	O	O
4582	van	O	O
4583	het	(233	O
4584	college	233)|969)	O
4585	op	O	O
4586	de	(970	O
4587	motie	O	O
4588	van	O	O
4589	de	(358	O
4590	PvdD	358)|970)	O
4591	af	O	O
4592	.	O	O
4593	Mevrouw	(971	O
4594	Assen	O	S-PER
4595	(	O	O
4596	PvdA	971)|(903)	O
4597	)	O	O
4598	merkt	O	O
4599	op	O	O
4600	dat	O	O
4601	de	(972	O
4602	conclusies	O	O
4603	in	O	O
4604	het	(973	O
4605	Rekenkamerrapport	973)|972)	O
4606	er	(974)	O
4607	niet	O	O
4608	om	O	O
4609	liegen	O	O
4610	.	O	O
4611	Het	(975)	O
4612	is	O	O
4613	goed	O	O
4614	dat	O	O
4615	de	(392	O
4616	wethouder	392)	O
4617	alle	(976	O
4618	aanbevelingen	976)	O
4619	overneemt	O	O
4620	,	O	O
4621	want	O	O
4622	het	(977)	O
4623	is	O	O
4624	hard	O	O
4625	nodig	O	O
4626	om	O	O
4627	meer	(978	O
4628	voortgang	978)	O
4629	te	O	O
4630	boeken	O	O
4631	met	O	O
4632	de	(979	O
4633	verduurzamingsopgave	979)	O
4634	.	O	O
4635	Het	(980)	O
4636	is	O	O
4637	goed	O	O
4638	dat	O	O
4639	de	(90	O
4640	raad	90)	O
4641	tijdig	O	O
4642	wordt	O	O
4643	geïnformeerd	O	O
4644	als	O	O
4645	de	(630	O
4646	gemeente	630)	O
4647	op	O	O
4648	dit	(981	O
4649	punt	981)	O
4650	achterblijft	O	O
4651	,	O	O
4652	want	O	O
4653	dat	(982)	O
4654	is	O	O
4655	cruciaal	O	O
4656	om	O	O
4657	te	O	O
4658	kunnen	O	O
4659	sturen	O	O
4660	.	O	O
4661	Daarom	O	O
4662	vraagt	O	O
4663	ze	(983)	O
4664	de	(984	O
4665	wethouder	984)	O
4666	toe	O	O
4667	te	O	O
4668	zeggen	O	O
4669	om	O	O
4670	de	(90	O
4671	raad	90)	O
4672	jaarlijks	O	O
4673	te	O	O
4674	informeren	O	O
4675	over	O	O
4676	de	(986|(985	O
4677	stand	O	O
4678	van	O	O
4679	zaken	985)|(987)	O
4680	rond	O	O
4681	de	(988	O
4682	uitvoering	O	O
4683	van	O	O
4684	alle	(989	O
4685	aanbevelingen	O	O
4686	van	O	O
4687	de	(130	O
4688	Rekenkamer	130)|989)|988)|986)	O
4689	,	O	O
4690	en	O	O
4691	daarmee	O	O
4692	te	O	O
4693	beginnen	O	O
4694	,	O	O
4695	indien	O	O
4696	haalbaar	O	O
4697	,	O	O
4698	in	O	O
4699	Q2	(990	O
4700	2023	990)|(991)	O
4701	.	O	O
4702	Het	(992)	O
4703	is	O	O
4704	belangrijk	O	O
4705	dat	O	O
4706	er	O	O
4707	ambitieuze	(993	O
4708	én	O	O
4709	haalbare	O	O
4710	doelen	993)	O
4711	gesteld	O	O
4712	worden	O	O
4713	.	O	O
4714	Dat	(994)	O
4715	zou	O	O
4716	kunnen	O	O
4717	betekenen	O	O
4718	dat	O	O
4719	het	(995)	O
4720	in	O	O
4721	bepaalde	(996	O
4722	situaties	996)	O
4723	raadzaam	O	O
4724	kan	O	O
4725	zijn	O	O
4726	om	O	O
4727	eerst	O	O
4728	te	O	O
4729	kiezen	O	O
4730	voor	O	O
4731	bijna	(997	O
4732	energieneutraal	997)	O
4733	,	O	O
4734	voordat	O	O
4735	wordt	O	O
4736	overgegaan	O	O
4737	tot	O	O
4738	volledig	(998	O
4739	energieneutraal	998)	O
4740	.	O	O
4741	Maar	O	O
4742	de	(90	O
4743	raad	90)	O
4744	moet	O	O
4745	daar	(999)	O
4746	dan	O	O
4747	wel	O	O
4748	over	O	O
4749	geïnformeerd	O	O
4750	worden	O	O
4751	,	O	O
4752	zodat	O	O
4753	de	(90	O
4754	raad	90)	O
4755	daar	(1000)	O
4756	zo	O	O
4757	nodig	O	O
4758	op	O	O
4759	kan	O	O
4760	sturen	O	O
4761	.	O	O
4762	Mevrouw	(1001	O
4763	Bode	O	S-PER
4764	(	O	O
4765	Volt	1001)|(596)	O
4766	)	O	O
4767	merkt	O	O
4768	op	O	O
4769	dat	O	O
4770	Volt	(596)	O
4771	vindt	O	O
4772	dat	O	O
4773	Utrecht	(609)	O
4774	een	O	O
4775	voorbeeld	O	O
4776	moet	O	O
4777	en	O	O
4778	kan	O	O
4779	zijn	O	O
4780	op	O	O
4781	het	O	O
4782	gebied	O	O
4783	van	O	O
4784	klimaat	(1002)|(1003	O
4785	en	O	O
4786	energietransitie	1003)|(1004)	O
4787	.	O	O
4788	Het	(1005	O
4789	Rekenkamerrapport	1005)	O
4790	toont	O	O
4791	helaas	O	O
4792	aan	O	O
4793	dat	O	O
4794	de	(630	O
4795	gemeente	630)	O
4796	er	O	O
4797	Raadsvergadering	(1006	O
4798	van	O	O
4799	15	(1007	O
4800	september	O	O
4801	2022	1007)|1006)	O
4802	10	O	O
4803	ook	O	O
4804	op	O	O
4805	het	(1008	O
4806	punt	O	O
4807	van	O	O
4808	de	(1009	O
4809	verduurzaming	O	O
4810	van	O	O
4811	het	(1010	O
4812	eigen	O	O
4813	vastgoed	1010)|1009)|1008)	O
4814	nog	O	O
4815	niet	O	O
4816	is	O	O
4817	.	O	O
4818	Daarom	O	O
4819	is	O	O
4820	Volt	(596)	O
4821	blij	O	O
4822	dat	O	O
4823	het	(233	O
4824	college	233)	O
4825	alle	(1011	O
4826	aanbevelingen	1011)	O
4827	overneemt	O	O
4828	.	O	O
4829	Ze	(1012)	O
4830	benadrukt	O	O
4831	dat	O	O
4832	er	O	O
4833	tempo	(1013)	O
4834	gemaakt	O	O
4835	moet	O	O
4836	worden	O	O
4837	,	O	O
4838	want	O	O
4839	de	(1014	O
4840	klimaatverandering	1014)	O
4841	wacht	O	O
4842	niet	O	O
4843	.	O	O
4844	Volt	(596)	O
4845	steunt	O	O
4846	daarom	O	O
4847	de	(1015	O
4848	beide	O	O
4849	ingediende	O	O
4850	moties	1015)	O
4851	.	O	O
4852	De	(765	O
4853	heer	O	O
4854	Dekkers	O	S-PER
4855	(	O	O
4856	GroenLinks	765)|(368)	O
4857	)	O	O
4858	stelt	O	O
4859	dat	O	O
4860	de	(630	O
4861	gemeente	630)	O
4862	behoorlijk	O	O
4863	grote	(1016	O
4864	ambities	1016)	O
4865	heeft	O	O
4866	,	O	O
4867	dat	O	O
4868	de	(1017	O
4869	onrendabele	O	O
4870	top	1017)	O
4871	het	(1018	O
4872	probleem	1018)	O
4873	is	O	O
4874	en	O	O
4875	dat	O	O
4876	de	(633	O
4877	organisatie	633)	O
4878	een	(1019	O
4879	en	O	O
4880	ander	1019)	O
4881	niet	O	O
4882	goed	O	O
4883	aankan	O	O
4884	.	O	O
4885	Daarom	O	O
4886	vindt	O	O
4887	zijn	(1020)|(1021	O
4888	fractie	1021)	O
4889	het	(1022)	O
4890	niet	O	O
4891	verstandig	O	O
4892	om	O	O
4893	er	(1023)	O
4894	nu	O	O
4895	weer	O	O
4896	ambities	(1024)	O
4897	bovenop	O	O
4898	te	O	O
4899	leggen	O	O
4900	.	O	O
4901	Het	(1025)	O
4902	is	O	O
4903	verstandiger	O	O
4904	om	O	O
4905	te	O	O
4906	wachten	O	O
4907	op	O	O
4908	het	(1027|(1026	O
4909	plan	O	O
4910	van	O	O
4911	aanpak	(1028)	O
4912	dat	O	O
4913	over	O	O
4914	zes	(1029	O
4915	weken	1029)	O
4916	verschijnt	1026)	O
4917	en	O	O
4918	het	(1030	O
4919	plan	O	O
4920	dat	O	O
4921	in	O	O
4922	het	(1031	O
4923	voorjaar	1031)	O
4924	zal	O	O
4925	volgen	1030)|1027)	O
4926	.	O	O
4927	Op	O	O
4928	basis	O	O
4929	daarvan	O	O
4930	kan	O	O
4931	dan	O	O
4932	bekeken	O	O
4933	worden	O	O
4934	wat	O	O
4935	precies	O	O
4936	aan	O	O
4937	ambities	(1032)|(1033	O
4938	en	O	O
4939	organisatiekracht	1033)|(1034)	O
4940	moet	O	O
4941	worden	O	O
4942	bijgesteld	O	O
4943	.	O	O
4944	De	(1036|(1035	O
4945	heer	O	O
4946	Van	O	B-PER
4947	Heuven	1035)	E-PER
4948	(	O	O
4949	PvdD	1036)|(358)	O
4950	)	O	O
4951	stelt	O	O
4952	vast	O	O
4953	dat	O	O
4954	er	O	O
4955	een	(1037	O
4956	dikke	O	O
4957	vette	O	O
4958	klimaatcrisis	1037)	O
4959	gaande	O	O
4960	is	O	O
4961	.	O	O
4962	De	(771	O
4963	ambities	771)	O
4964	moeten	O	O
4965	daarom	O	O
4966	niet	O	O
4967	worden	O	O
4968	bijgesteld	O	O
4969	,	O	O
4970	maar	O	O
4971	juist	O	O
4972	worden	O	O
4973	opgeschroefd	O	O
4974	.	O	O
4975	De	(765	O
4976	heer	O	O
4977	Dekkers	O	S-PER
4978	(	O	O
4979	GroenLinks	765)|(368)	O
4980	)	O	O
4981	vindt	O	O
4982	dat	O	O
4983	de	(771	O
4984	ambities	771)	O
4985	inderdaad	O	O
4986	hoog	O	O
4987	moeten	O	O
4988	zijn	O	O
4989	.	O	O
4990	De	(1038	O
4991	terugverdientijd	1038)	O
4992	zou	O	O
4993	bijvoorbeeld	O	O
4994	in	O	O
4995	plaats	O	O
4996	van	O	O
4997	vijf	(1039	O
4998	jaar	1039)	O
4999	ook	O	O
5000	zeven	(1040)|(1041	O
5001	of	O	O
5002	tien	(1042)	O
5003	jaar	1041)	O
