	token	gold	model
3251	via	['']	[]
3252	een	['']	[]
3253	brief	['']	[]
3254	eigenlijk	['']	[]
3255	heel	['']	[]
3256	uitzonderlijk	['']	[]
3257	was	['']	[]
3258	omdat	['']	[]
3259	geen	['']	[]
3260	zekerheid	['']	[]
3261	kan	['']	[]
3262	zijn	['']	[]
3263	over	['']	[]
3264	wie	['']	[]
3265	de	['']	[]
3266	brief	['']	[]
3267	invult	['']	[]
3268	.	['']	[]
3269	Griffie	['']	[]
3270	Gemeenteraad	['']	[]
3271	Utrecht	['']	[]
3272	Verslag	['']	[]
3273	van	['']	[]
3274	de	['']	[]
3275	openbare	['']	[]
3276	fysieke	['']	[]
3277	vergadering	['']	[]
3278	van	['']	[]
3279	de	['']	[]
3280	Commissie	['']	[]
3281	Mens	['']	[]
3282	&	['']	[]
3283	Samenleving	['']	[]
3284	op	['']	[]
3285	30	['']	[]
3286	september	['']	[]
3287	2021	['']	[]
3288	Pagina	['']	[]
3289	6	['']	[]
3290	van	['']	[]
3291	12	['']	[]
3292	Mevrouw	['B_PER_8']	[]
3293	Van	['I_PER_8']	[]
3294	Dun	['I_PER_8']	['B_PER_58']
3295	(	['']	['I_PER_58']
3296	D66	['']	[]
3297	)	['']	[]
3298	bevestigt	['']	[]
3299	dat	['']	[]
3300	daartegen	['']	[]
3301	bepaalde	['']	[]
3302	bezwaren	['']	[]
3303	zijn	['']	[]
3304	.	['']	[]
3305	Zij	['B_PER_8']	['B_PER_59']
3306	wil	['']	[]
3307	graag	['']	[]
3308	nagaan	['']	[]
3309	wat	['']	[]
3310	daarvan	['']	[]
3311	het	['']	[]
3312	nut	['']	[]
3313	is	['']	[]
3314	en	['']	[]
3315	of	['']	[]
3316	de	['']	['B_PER_60']
3317	gemeente	['']	['I_PER_60']
3318	daarmee	['']	[]
3319	door	['']	[]
3320	moet	['']	[]
3321	gaan	['']	[]
3322	of	['']	[]
3323	niet	['']	[]
3324	en	['']	[]
3325	welke	['']	[]
3326	ervaring	['']	[]
3327	daarmee	['']	[]
3328	is	['']	[]
3329	opgedaan	['']	[]
3330	.	['']	[]
3331	240	['']	[]
3332	92	['']	[]
3333	%	['']	[]
3334	van	['']	[]
3335	de	['']	[]
3336	stembureaus	['']	[]
3337	is	['']	[]
3338	toegankelijk	['']	[]
3339	-	['']	[]
3340	zij	['B_PER_8']	['B_PER_59']
3341	is	['']	[]
3342	het	['']	[]
3343	eens	['']	[]
3344	met	['']	[]
3345	mevrouw	['B_PER_11']	[]
3346	Assen	['I_PER_11']	[]
3347	dat	['']	[]
3348	daarin	['']	[]
3349	meer	['']	[]
3350	ambitie	['']	[]
3351	kan	['']	[]
3352	zitten	['']	[]
3353	om	['']	[]
3354	naar	['']	[]
3355	die	['']	[]
3356	100	['']	[]
3357	%	['']	[]
3358	toe	['']	[]
3359	te	['']	[]
3360	gaan	['']	[]
3361	.	['']	[]
3362	D66	['']	[]
3363	vindt	['']	[]
3364	dat	['']	[]
3365	heel	['']	[]
3366	erg	['']	[]
3367	belangrijk	['']	[]
3368	.	['']	[]
3369	De	['']	[]
3370	vorige	['']	[]
3371	keer	['']	[]
3372	is	['']	[]
3373	gebruik	['']	[]
3374	gemaakt	['']	[]
3375	van	['']	[]
3376	de	['']	[]
3377	druktemeterapp	['']	[]
3378	.	['']	[]
3379	Die	['']	[]
3380	app	['']	[]
3381	lijkt	['']	[]
3382	haar	['B_PER_8']	['B_PER_61']
3383	fractie	['']	[]
3384	ook	['']	[]
3385	buiten	['']	[]
3386	corona	['']	[]
3387	nuttig	['']	[]
3388	.	['']	[]
3389	Zij	['B_PER_8']	['B_PER_62']
3390	krijgt	['']	[]
3391	graag	['']	[]
3392	de	['']	[]
3393	reactie	['']	[]
3394	van	['']	[]
3395	de	['B_PER_6']	['B_PER_20']
3396	burgemeester	['I_PER_6']	['I_PER_20']
3397	.	['']	[]
3398	Mevrouw	['B_PER_14']	[]
3399	De	['I_PER_14']	[]
3400	Vries	['I_PER_14']	['B_PER_58']
3401	(	['']	['I_PER_58']
3402	Partij	['']	[]
3403	voor	['']	[]
3404	de	['']	[]
3405	Dieren	['']	[]
3406	)	['']	[]
3407	is	['']	[]
3408	positief	['']	[]
3409	over	['']	[]
3410	het	['']	[]
3411	voorliggende	['']	[]
3412	voorstel	['']	[]
3413	.	['']	[]
3414	Zij	['B_PER_14']	['B_PER_62']
3415	brengt	['']	[]
3416	een	['']	[]
3417	aantal	['']	[]
3418	aandachtspunten	['']	[]
3419	in	['']	[]
3420	die	['']	[]
3421	ook	['']	[]
3422	langskwamen	['']	[]
3423	bij	['']	[]
3424	de	['']	[]
3425	andere	['']	[]
3426	fracties	['']	[]
3427	:	['']	[]
3428		['']	[]
3429	de	['']	[]
3430	communicatie	['']	[]
3431	naar	['']	[]
3432	inwoners	['']	[]
3433	250	['']	[]
3434		['']	[]
3435	het	['']	[]
3436	vervoer	['']	[]
3437	van	['']	[]
3438	de	['']	[]
3439	stembiljetten	['']	[]
3440		['']	[]
3441	de	['']	[]
3442	mindere	['']	[]
3443	belasting	['']	[]
3444	van	['']	[]
3445	vrijwilligers	['']	['B_PER_19']
3446	als	['']	[]
3447	gevolg	['']	[]
3448	van	['']	[]
3449	het	['']	[]
3450	voorstel	['']	[]
3451	.	['']	[]
3452	Haar	['B_PER_14']	['B_PER_63']
3453	fractie	['']	[]
3454	vraagt	['']	[]
3455	zich	['']	[]
3456	af	['']	[]
3457	of	['']	[]
3458	die	['']	[]
3459	mindere	['']	[]
3460	belasting	['']	[]
3461	er	['']	[]
3462	ook	['']	[]
3463	daadwerkelijk	['']	[]
3464	zal	['']	[]
3465	zijn	['']	[]
3466		['']	[]
3467	Ook	['']	[]
3468	haar	['B_PER_14']	['B_PER_64']
3469	fractie	['']	[]
3470	ziet	['']	[]
3471	de	['']	[]
3472	voordelen	['']	[]
3473	in	['']	[]
3474	van	['']	[]
3475	de	['']	[]
3476	verschillende	['']	[]
3477	shifts	['']	[]
3478		['']	[]
3479	De	['']	[]
3480	kosten	['']	[]
3481	zijn	['']	[]
3482	lager	['']	[]
3483	dan	['']	[]
3484	de	['']	[]
3485	vorige	['']	[]
3486	keer	['']	[]
3487	zij	['B_PER_14']	['B_PER_65']
3488	vraagt	['']	[]
3489	waar	['']	[]
3490	de	['']	[]
3491	onderbouwing	['']	[]
3492	van	['']	[]
3493	de	['']	[]
3494	begroting	['']	[]
3495	Mevrouw	['B_PER_13']	[]
3496	Kendir	['I_PER_13']	[]
3497	(	['']	[]
3498	Student	['']	[]
3499	&	['']	[]
3500	Starter	['']	[]
3501	)	['']	[]
3502	staat	['']	[]
3503	positief	['']	[]
3504	tegenover	['']	[]
3505	het	['']	[]
3506	voorliggende	['']	[]
3507	raads-	['']	[]
3508	voorstel	['']	[]
3509	.	['']	[]
3510	Haar	['B_PER_13']	['B_PER_66']
3511	fractie	['']	[]
3512	ziet	['']	[]
3513	nog	['']	[]
3514	wel	['']	[]
3515	een	['']	[]
3516	aantal	['']	[]
3517	verbeterpunten	['']	[]
3518	waarvoor	['']	[]
3519	zij	['B_PER_13']	['B_PER_67']
3520	aandacht	['']	[]
3521	vraagt	['']	[]
3522	:	['']	[]
3523	260	['']	[]
3524	Zij	['B_PER_13']	['B_PER_67']
3525	las	['']	[]
3526	bij	['']	[]
3527	de	['']	[]
3528	vorige	['']	[]
3529	verkiezingen	['']	[]
3530	dat	['']	[]
3531	er	['']	[]
3532	moeite	['']	[]
3533	was	['']	[]
3534	met	['']	[]
3535	het	['']	[]
3536	werven	['']	[]
3537	van	['']	[]
3538	medewerkers	['']	[]
3539	op	['']	[]
3540	de	['']	[]
3541	stembureaus	['']	[]
3542	.	['']	[]
3543	Haar	['B_PER_13']	['B_PER_68']
3544	fractie	['']	[]
3545	ziet	['']	[]
3546	hierin	['']	[]
3547	kansen	['']	[]
3548	:	['']	[]
3549	jongeren	['']	[]
3550	zijn	['']	[]
3551	over	['']	[]
3552	het	['']	[]
3553	algemeen	['']	[]
3554	relatief	['']	[]
3555	flexibeler	['']	[]
3556	dan	['']	[]
3557	de	['']	[]
3558	gemiddelde	['']	[]
3559	burger	['']	[]
3560	.	['']	[]
3561	Zij	['B_PER_13']	['B_PER_69']
3562	vraagt	['']	[]
3563	de	['']	[]
3564	toezegging	['']	[]
3565	van	['']	[]
3566	de	['B_PER_6']	[]
3567	burge-	['I_PER_6']	[]
3568	meester	['I_PER_6']	[]
3569	in	['']	[]
3570	het	['']	[]
3571	communicatieprogramma	['']	[]
3572	voor	['']	[]
3573	het	['']	[]
3574	werven	['']	[]
3575	van	['']	[]
3576	medewerkers	['']	[]
3577	op	['']	[]
3578	deze	['']	[]
3579	dag	['']	[]
3580	vooral	['']	[]
3581	in	['']	[]
3582	te	['']	[]
3583	zetten	['']	[]
3584	op	['']	[]
3585	het	['']	[]
3586	werven	['']	[]
3587	van	['']	[]
3588	jongeren	['']	[]
3589	.	['']	[]
3590	Haar	['B_PER_13']	['B_PER_69']
3591	fractie	['']	[]
3592	ziet	['']	[]
3593	kansen	['']	[]
3594	in	['']	[]
3595	gesprekken	['']	[]
3596	met	['']	[]
3597	bedrijven/organisaties	['']	[]
3598	die	['']	[]
3599	maatschappe-	['']	[]
3600	lijk	['']	[]
3601	een	['']	[]
3602	bijdrage	['']	[]
3603	willen	['']	[]
3604	leveren	['']	[]
3605	en	['']	[]
3606	hun	['']	['B_PER_70']
3607	medewerkers	['']	[]
3608	een	['']	[]
3609	dag	['']	[]
3610	vrij	['']	[]
3611	kunnen	['']	[]
3612	geven	['']	[]
3613	op	['']	[]
3614	de	['']	[]
3615	dag	['']	[]
3616	van	['']	[]
3617	het	['']	[]
3618	stemmen	['']	[]
3619	.	['']	[]
3620	Zij	['B_PER_13']	['B_PER_71']
3621	vraagt	['']	[]
3622	of	['']	[]
3623	de	['B_PER_6']	['B_PER_20']
3624	burgemeester	['I_PER_6']	['I_PER_20']
3625	kan	['']	[]
3626	toezeggen	['']	[]
3627	om	['']	[]
3628	daarover	['']	[]
3629	het	['']	[]
3630	gesprek	['']	[]
3631	aan	['']	[]
3632	te	['']	[]
3633	gaan	['']	[]
3634	met	['']	[]
3635	bedrijven	['']	[]
3636	.	['']	[]
3637	Haar	['B_PER_13']	['B_PER_69']
3638	fractie	['']	[]
3639	ontving	['']	[]
3640	daarnaast	['']	[]
3641	ook	['']	[]
3642	signalen	['']	[]
3643	over	['']	[]
3644	mogelijke	['']	[]
3645	verbeterpunten	['']	[]
3646	in	['']	[]
3647	het	['']	[]
3648	270	['']	[]
3649	selectieproces	['']	[]
3650	omdat	['']	[]
3651	er	['']	[]
3652	heel	['']	[]
3653	veel	['']	[]
3654	mensen	['']	[]
3655	bij	['']	[]
3656	de	['']	[]
3657	vorige	['']	[]
3658	verkiezingen	['']	[]
3659	onzeker	['']	[]
3660	waren	['']	[]
3661	tot	['']	[]
3662	op	['']	[]
3663	het	['']	[]
3664	laatste	['']	[]
3665	moment	['']	[]
3666	over	['']	[]
3667	of	['']	[]
3668	ze	['']	['B_PER_72']
3669	inzetbaar	['']	[]
3670	waren	['']	[]
3671	.	['']	[]
3672	In	['']	[]
3673	haar	['B_PER_13']	['B_PER_69']
3674	fractie	['']	[]
3675	heerste	['']	[]
3676	verba-	['']	[]
3677	zing	['']	[]
3678	over	['']	[]
3679	het	['']	[]
3680	bericht	['']	[]
3681	over	['']	[]
3682	personeelstekort	['']	[]
3683	.	['']	[]
3684	Zij	['B_PER_13']	['B_PER_73']
3685	geeft	['']	[]
3686	de	['B_PER_6']	['B_PER_20']
3687	burgemeester	['I_PER_6']	['I_PER_20']
3688	mee	['']	[]
3689	hierin	['']	[]
3690	verbetermogelijkheden	['']	[]
3691	te	['']	[]
3692	zien	['']	[]
3693	Tot	['']	[]
3694	slot	['']	[]
3695	merkt	['']	[]
3696	zij	['B_PER_13']	['B_PER_74']
3697	op	['']	[]
3698	over	['']	[]
3699	de	['']	[]
3700	toegankelijkheid	['']	[]
3701	dat	['']	[]
3702	zij	['B_PER_13']	['B_PER_74']
3703	meerdere	['']	[]
3704	stembureaus	['']	[]
3705	wenst	['']	[]
3706	voor	['']	[]
3707	slechtzienden	['']	[]
3708	en	['']	[]
3709	slechthorenden	['']	[]
3710	.	['']	[]
3711	Dat	['']	[]
3712	zou	['']	[]
3713	wat	['']	[]
3714	haar	['B_PER_13']	['B_PER_74']
3715	betreft	['']	[]
3716	beter	['']	[]
3717	passen	['']	[]
3718	bij	['']	[]
3719	Utrecht	['']	[]
3720	als	['']	[]
3721	inclusieve	['']	[]
3722	stad	['']	[]
3723	.	['']	[]
3724	Zij	['B_PER_13']	['B_PER_75']
3725	vraagt	['']	[]
3726	de	['']	[]
3727	reactie	['']	[]
3728	van	['']	[]
3729	de	['B_PER_6']	['B_PER_20']
3730	burgemeester	['I_PER_6']	['I_PER_20']
3731	hierop	['']	[]
3732	.	['']	[]
3733	De	['B_PER_16']	[]
3734	heer	['I_PER_16']	[]
3735	Sungur	['I_PER_16']	[]
3736	(	['']	[]
3737	DENK	['']	[]
3738	)	['']	[]
3739	sluit	['']	[]
3740	zich	['']	[]
3741	aan	['']	[]
3742	bij	['']	[]
3743	wat	['']	[]
3744	gezegd	['']	[]
3745	is	['']	[]
3746	over	['']	[]
3747	toegankelijkheid	['']	[]
3748	van	['']	[]
3749	stembureaus	['']	[]
3750	.	['']	[]
3751	Voor	['']	[]
3752	het	['']	[]
3753	overige	['']	[]
3754	lijkt	['']	[]
3755	het	['']	[]
3756	zijn	['B_PER_16']	['B_PER_76']
3757	fractie	['']	[]
3758	een	['']	[]
3759	prima	['']	[]
3760	voorstel	['']	[]
3761	.	['']	[]
3762	280	['']	[]
3763	Korte	['']	[]
3764	schorsing	['']	[]
3765	en	['']	[]
3766	heropening	['']	[]
3767	van	['']	[]
3768	de	['']	[]
3769	vergadering	['']	[]
3770	.	['']	[]
3771	Burgemeester	['B_PER_6']	[]
3772	Dijksma	['I_PER_6']	[]
3773	beantwoordt	['']	[]
3774	de	['']	[]
3775	gestelde	['']	[]
3776	vragen	['']	[]
3777	.	['']	[]
3778	Zij	['B_PER_6']	['B_PER_77']
3779	merkt	['']	[]
3780	dat	['']	[]
3781	er	['']	[]
3782	een	['']	[]
3783	grote	['']	[]
3784	mate	['']	[]
3785	aan	['']	[]
3786	betrokkenheid	['']	[]
3787	en	['']	[]
3788	kennis	['']	[]
3789	is	['']	[]
3790	in	['']	[]
3791	de	['']	[]
3792	commissie	['']	[]
3793	.	['']	[]
3794	Dat	['']	[]
3795	helpt	['']	[]
3796	het	['']	[]
3797	bestuur	['']	[]
3798	om	['']	[]
3799	het	['']	[]
3800	proces	['']	[]
3801	te	['']	[]
3802	verbeteren	['']	[]
3803	.	['']	[]
3804	Griffie	['']	[]
3805	Gemeenteraad	['']	[]
3806	Utrecht	['']	[]
3807	Verslag	['']	[]
3808	van	['']	[]
3809	de	['']	[]
3810	openbare	['']	[]
3811	fysieke	['']	[]
3812	vergadering	['']	[]
3813	van	['']	[]
3814	de	['']	[]
3815	Commissie	['']	[]
3816	Mens	['']	[]
3817	&	['']	[]
3818	Samenleving	['']	[]
3819	op	['']	[]
3820	30	['']	[]
3821	september	['']	[]
3822	2021	['']	[]
3823	Pagina	['']	[]
3824	7	['']	[]
3825	van	['']	[]
3826	12	['']	[]
3827	Zij	['B_PER_6']	['B_PER_77']
3828	sluit	['']	[]
3829	zich	['']	[]
3830	aan	['']	[]
3831	bij	['']	[]
3832	de	['']	[]
3833	complimenten	['']	[]
3834	die	['']	[]
3835	de	['B_PER_10']	[]
3836	heer	['I_PER_10']	[]
3837	Van	['I_PER_10']	[]
3838	Steeg	['I_PER_10']	['B_PER_58']
3839	en	['']	['I_PER_58']
3840	mevrouw	['B_PER_11']	[]
3841	Assen	['I_PER_11']	[]
3842	heeft	['']	[]
3843	gemaakt	['']	[]
3844	in	['']	[]
3845	ieder	['']	[]
3846	geval	['']	[]
3847	in	['']	[]
3848	de	['']	[]
3849	richting	['']	[]
3850	van	['']	[]
3851	de	['']	['B_PER_19']
3852	vrijwilligers	['']	['I_PER_19']
3853	en	['']	[]
3854	in	['']	[]
3855	de	['']	[]
3856	richting	['']	[]
3857	van	['']	[]
3858	de	['']	[]
3859	me-	['']	[]
3860	dewerkers	['']	[]
3861	van	['']	[]
3862	de	['']	['B_PER_28']
3863	gemeente	['']	['I_PER_28']
3864	.	['']	[]
3865	Vandaag	['']	[]
3866	laat	['']	[]
3867	het	['']	[]
3868	bestuur	['']	[]
3869	vooral	['']	[]
3870	zijn	['']	['B_PER_78']
3871	licht	['']	[]
3872	schijnen	['']	[]
3873	op	['']	[]
3874	de	['']	[]
3875	dingen	['']	[]
3876	die	['']	[]
3877	voor	['']	[]
3878	verbetering	['']	[]
3879	in	['']	[]
3880	aanmerking	['']	[]
3881	komen	['']	[]
3882	.	['']	[]
3883	Daarover	['']	[]
3884	zijn	['']	[]
3885	college	['']	[]
3886	en	['']	[]
3887	raad	['']	[]
3888	290	['']	[]
3889	het	['']	[]
3890	eens	['']	[]
3891	.	['']	[]
3892	Zij	['B_PER_6']	['B_PER_79']
3893	beschouwt	['']	[]
3894	de	['']	[]
3895	vraag	['']	[]
3896	van	['']	[]
3897	mevrouw	['B_PER_8']	[]
3898	Van	['I_PER_8']	[]
3899	Dun	['I_PER_8']	['B_PER_58']
3900	als	['']	['I_PER_58']
3901	een	['']	[]
3902	principiële	['']	[]
3903	.	['']	[]
3904	De	['B_PER_6']	['B_PER_20']
3905	burgemeester	['I_PER_6']	['I_PER_20']
3906	zou	['']	[]
3907	het	['']	[]
3908	onverstandig	['']	[]
3909	vinden	['']	[]
3910	dit	['']	[]
3911	niet	['']	[]
3912	te	['']	[]
3913	doen	['']	[]
3914	.	['']	[]
3915	Zij	['B_PER_6']	['B_PER_80']
3916	attendeert	['']	[]
3917	de	['']	[]
3918	commissie	['']	[]
3919	op	['']	[]
3920	een	['']	[]
3921	wetsvoorstel	['']	[]
3922	waardoor	['']	[]
3923	de	['']	['B_PER_60']
3924	gemeente	['']	['I_PER_60']
3925	niet	['']	[]
3926	meer	['']	[]
3927	de	['']	[]
3928	keuze	['']	[]
3929	zou	['']	[]
3930	hebben	['']	[]
3931	wanneer	['']	[]
3932	die	['']	[]
3933	zou	['']	[]
3934	worden	['']	[]
3935	aangenomen	['']	[]
3936	.	['']	[]
3937	Zij	['B_PER_6']	['B_PER_81']
3938	vindt	['']	[]
3939	het	['']	[]
3940	dan	['']	[]
3941	onverstandig	['']	[]
3942	om	['']	[]
3943	dat	['']	[]
3944	te	['']	[]
3945	negeren	['']	[]
3946	.	['']	[]
3947	Mevrouw	['B_PER_9']	[]
3948	Admiraal	['I_PER_9']	[]
3949	(	['']	[]
3950	ChristenUnie	['']	[]
3951	)	['']	[]
3952	merkt	['']	[]
3953	op	['']	[]
3954	dat	['']	[]
3955	in	['']	[]
3956	het	['']	[]
3957	wetsvoorstel	['']	[]
3958	staat	['']	[]
3959	dat	['']	[]
3960	een	['']	[]
3961	CSO	['']	[]
3962	een	['']	[]
3963	keus	['']	[]
3964	is	['']	[]
3965	.	['']	[]
3966	In	['']	[]
3967	het	['']	[]
3968	wetsvoorstel	['']	[]
3969	staat	['']	[]
3970	ook	['']	[]
3971	dat	['']	[]
3972	in	['']	[]
3973	elke	['']	[]
3974	gemeente	['']	[]
3975	een	['']	[]
3976	belangen-	['']	[]
3977	afweging	['']	[]
3978	moet	['']	[]
3979	worden	['']	[]
3980	gemaakt	['']	[]
3981	in	['']	[]
3982	of	['']	[]
3983	men	['']	[]
3984	CSO	['']	[]
3985	beter	['']	[]
3986	en	['']	[]
3987	transparanter	['']	[]
3988	vindt	['']	[]
3989	.	['']	[]
3990	Zij	['B_PER_9']	['B_PER_82']
3991	benadrukt	['']	[]
3992	dat	['']	[]
3993	een	['']	[]
3994	CSO	['']	[]
3995	geen	['']	[]
3996	verplichting	['']	[]
3997	is	['']	[]
3998	.	['']	[]
3999	Mevrouw	['B_PER_8']	[]
4000	Van	['I_PER_8']	[]
4001	Dun	['I_PER_8']	['B_PER_43']
4002	(	['']	['I_PER_43']
4003	D66	['']	[]
4004	)	['']	[]
4005	sluit	['']	[]
4006	zich	['B_PER_8']	[]
4007	daar	['']	[]
4008	graag	['']	[]
4009	bij	['']	[]
4010	aan	['']	[]
4011	.	['']	[]
4012	300	['']	['B_PER_83']
4013	Burgemeester	['B_PER_6']	['B_PER_83']
4014	Dijksma	['I_PER_6']	['I_PER_83']
4015	heeft	['']	[]
4016	begrepen	['']	[]
4017	dat	['']	[]
4018	wanneer	['']	[]
4019	het	['']	[]
4020	een	['']	[]
4021	wetsvoorstel	['']	[]
4022	wordt	['']	[]
4023	,	['']	[]
4024	het	['']	[]
4025	voor	['']	[]
4026	de	['']	['B_PER_60']
4027	gemeente	['']	['I_PER_60']
4028	zal	['']	[]
4029	leiden	['']	[]
4030	tot	['']	[]
4031	een	['']	[]
4032	situatie	['']	[]
4033	waarin	['']	[]
4034	zij	['']	['B_PER_60']
4035	dit	['']	[]
4036	zou	['']	[]
4037	moeten	['']	[]
4038	uitvoeren	['']	[]
4039	.	['']	[]
4040	Dat	['']	[]
4041	heeft	['']	[]
4042	te	['']	[]
4043	maken	['']	[]
4044	met	['']	[]
4045	het	['']	[]
4046	logistieke	['']	[]
4047	proces	['']	[]
4048	.	['']	[]
4049	Het	['']	[]
4050	tellen	['']	[]
4051	op	['']	[]
4052	kandidaatniveau	['']	[]
4053	stelt	['']	[]
4054	de	['']	['B_PER_60']
4055	gemeente	['']	['I_PER_60']
4056	in	['']	[]
4057	de	['']	[]
4058	huidige	['']	[]
4059	situatie	['']	[]
4060	voor	['']	[]
4061	een	['']	[]
4062	aantal	['']	[]
4063	echt	['']	[]
4064	grote	['']	[]
4065	problemen	['']	[]
4066	.	['']	[]
4067	Mevrouw	['B_PER_8']	[]
4068	Van	['I_PER_8']	[]
4069	Dun	['I_PER_8']	['B_PER_55']
4070	(	['']	['I_PER_55']
4071	D66	['']	[]
4072	)	['']	[]
4073	merkt	['']	[]
4074	op	['']	[]
4075	dat	['']	[]
4076	de	['']	['B_PER_60']
4077	gemeente	['']	['I_PER_60']
4078	er	['']	[]
4079	al	['']	[]
4080	ervaring	['']	[]
4081	mee	['']	[]
4082	heeft	['']	[]
4083	.	['']	[]
4084	Zij	['B_PER_8']	['B_PER_84']
4085	verzet	['']	[]
4086	zich	['']	[]
4087	tegen	['']	[]
4088	bangmakerij	['']	[]
4089	.	['']	[]
4090	Burgemeester	['B_PER_6']	['B_PER_83']
4091	Dijksma	['I_PER_6']	['I_PER_83']
4092	benadrukt	['']	[]
4093	dat	['']	[]
4094	het	['']	[]
4095	haar	['B_PER_6']	['B_PER_85']
4096	er	['']	[]
4097	om	['']	[]
4098	gaat	['']	[]
4099	dit	['']	[]
4100	zo	['']	[]
4101	goed	['']	[]
4102	mogelijk	['']	[]
4103	te	['']	[]
4104	organiseren	['']	[]
4105	:	['']	[]
4106	met	['']	[]
4107	het	['']	[]
4108	aantal	['']	[]
4109	stemmen	['']	[]
4110	,	['']	[]
4111	met	['']	[]
4112	de	['']	[]
4113	maatregelen	['']	[]
4114	waarmee	['']	[]
4115	de	['']	['B_PER_60']
4116	gemeente	['']	['I_PER_60']
4117	steeds	['']	[]
4118	meer	['']	[]
4119	te	['']	[]
4120	maken	['']	[]
4121	krijgt	['']	[]
4122	,	['']	[]
4123	met	['']	[]
4124	de	['']	[]
4125	druk	['']	[]
4126	op	['']	[]
4127	de	['']	['B_PER_19']
4128	vrijwilligers	['']	['I_PER_19']
4129	.	['']	[]
4130	Velen	['']	[]
4131	vroegen	['']	[]
4132	het	['']	[]
4133	be-	['']	[]
4134	hapbaarder	['']	[]
4135	te	['']	[]
4136	maken	['']	[]
4137	.	['']	[]
4138	Het	['']	[]
4139	voordeel	['']	[]
4140	van	['']	[]
4141	dit	['']	[]
4142	model	['']	[]
4143	is	['']	[]
4144	dat	['']	[]
4145	dit	['']	[]
4146	mogelijk	['']	[]
4147	is	['']	[]
4148	.	['']	[]
4149	Dat	['']	[]
4150	is	['']	[]
4151	niet	['']	[]
4152	310	['']	[]
4153	gelukt	['']	[]
4154	op	['']	[]
4155	alle	['']	[]
4156	stembureaus	['']	[]
4157	maar	['']	[]
4158	wel	['']	[]
4159	op	['']	[]
4160	vele	['']	[]
4161	.	['']	[]
4162	Zij	['B_PER_6']	['B_PER_86']
4163	ziet	['']	[]
4164	grote	['']	[]
4165	voordelen	['']	[]
4166	over	['']	[]
4167	de	['']	[]
4168	hele	['']	[]
4169	linie	['']	[]
4170	gezien	['']	[]
4171	.	['']	[]
4172	Zij	['B_PER_6']	['B_PER_86']
4173	benoemt	['']	[]
4174	een	['']	[]
4175	aantal	['']	[]
4176	pijnpunten	['']	[]
4177	:	['']	[]
4178	het	['']	[]
4179	vervoer	['']	[]
4180	van	['']	[]
4181	de	['']	[]
4182	stembiljetten	['']	[]
4183	naar	['']	[]
4184	het	['']	[]
4185	centrale	['']	[]
4186	punt	['']	[]
4187	.	['']	[]
4188	Dat	['']	[]
4189	kwam	['']	[]
4190	ook	['']	[]
4191	aan	['']	[]
4192	de	['']	[]
4193	orde	['']	[]
4194	in	['']	[]
4195	de	['']	[]
4196	schriftelijke	['']	[]
4197	vragen	['']	[]
4198	.	['']	[]
4199	Ook	['']	[]
4200	daar	['']	[]
4201	is	['']	[]
4202	gezegd	['']	[]
4203	dat	['']	[]
4204	dat	['']	[]
4205	een	['']	[]
4206	punt	['']	[]
4207	van	['']	[]
4208	kritiek	['']	[]
4209	is	['']	[]
4210	dat	['']	[]
4211	het	['']	[]
4212	bestuur	['']	[]
4213	gaat	['']	[]
4214	oppakken	['']	[]
4215	.	['']	[]
4216	Het	['']	[]
4217	vervoer	['']	[]
4218	duurde	['']	[]
4219	te	['']	[]
4220	lang	['']	[]
4221	.	['']	[]
4222	Dat	['']	[]
4223	moet	['']	[]
4224	beter	['']	[]
4225	.	['']	[]
4226	Vraag	['']	[]
4227	is	['']	[]
4228	hoe	['']	[]
4229	de	['']	[]
4230	herleidbaarheid	['']	[]
4231	te	['']	[]
4232	regelen	['']	[]
4233	van	['']	[]
4234	de	['']	[]
4235	stembureaus	['']	[]
4236	bij	['']	[]
4237	de	['']	[]
4238	centrale	['']	[]
4239	telling	['']	[]
4240	.	['']	[]
4241	Dat	['']	[]
4242	is	['']	[]
4243	een	['']	[]
4244	punt	['']	[]
4245	dat	['']	[]
4246	verbeterd	['']	[]
4247	moet	['']	[]
4248	worden	['']	[]
4249	.	['']	[]
4250	Het	['']	[]
4251	is	['']	[]
4252	belangrijk	['']	[]
4253	die	['']	[]
4254	één	['']	[]
4255	op	['']	[]
4256	één	['']	[]
4257	relatie	['']	[]
4258	te	['']	[]
4259	kunnen	['']	[]
4260	leggen	['']	[]
4261	.	['']	[]
4262	Dat	['']	[]
4263	is	['']	[]
4264	in	['']	[]
4265	de	['']	[]
4266	evaluatie	['']	[]
4267	voor	['']	[]
4268	het	['']	[]
4269	college	['']	[]
4270	een	['']	[]
4271	belangrijk	['']	[]
4272	leerpunt	['']	[]
4273	geweest	['']	[]
4274	.	['']	[]
4275	320	['']	[]
4276	Met	['']	[]
4277	betrekking	['']	[]
4278	tot	['']	[]
4279	de	['']	[]
4280	positie	['']	[]
4281	van	['']	[]
4282	de	['']	['B_PER_19']
4283	vrijwilligers	['']	['I_PER_19']
4284	zet	['']	[]
4285	de	['B_PER_6']	['B_PER_20']
4286	burgemeester	['I_PER_6']	['I_PER_20']
4287	uiteen	['']	[]
4288	dat	['']	[]
4289	velen	['']	[]
4290	van	['']	[]
4291	hen	['']	['B_PER_19']
4292	nodig	['']	[]
4293	waren	['']	[]
