	token	gold	model
3154	Actief	['']	[]
3155	mee	['']	[]
3156	te	['']	[]
3157	werken	['']	[]
3158	aan	['']	[]
3159	verduurzamingsmaatregelen	['']	[]
3160	die	['']	[]
3161	huurders	['']	[]
3162	willen	['']	[]
3163	doen	['']	[]
3164	(	['']	[]
3165	binnen	['']	[]
3166	redelijkheid	['']	[]
3167	)	['']	[]
3168	en	['']	[]
3169	waarvoor	['']	[]
3170	toestemming	['']	[]
3171	van	['']	[]
3172	de	['']	[]
3173	gemeente	['']	[]
3174	als	['']	[]
3175	verhuurder	['']	[]
3176	noodzakelijk	['']	[]
3177	is	['']	[]
3178		['']	[]
3179	4.	['']	[]
3180	Actief	['']	[]
3181	mee	['']	[]
3182	te	['']	[]
3183	werken	['']	[]
3184	aan	['']	[]
3185	voorstellen	['']	[]
3186	van	['']	[]
3187	huurders	['']	[]
3188	voor	['']	[]
3189	decentrale	['']	[]
3190	(	['']	[]
3191	gebouwgebonden	['']	[]
3192	)	['']	[]
3193	energieopwekking	['']	[]
3194	(	['']	[]
3195	zoals	['']	[]
3196	zonnepanelen	['']	[]
3197	en	['']	[]
3198	zonneboilers	['']	[]
3199	)	['']	[]
3200	die	['']	[]
3201	binnen	['']	[]
3202	korte	['']	[]
3203	tijd	['']	[]
3204	realiseerbaar	['']	[]
3205	zijn	['']	[]
3206	en	['']	[]
3207	de	['']	[]
3208	energierekening	['']	[]
3209	direct	['']	[]
3210	verlagen	['']	[]
3211	5	['']	[]
3212	.	['']	[]
3213	Een	['']	[]
3214	aanspreekpunt/loket	['']	[]
3215	te	['']	[]
3216	maken	['']	[]
3217	binnen	['']	[]
3218	de	['']	[]
3219	gemeente	['']	[]
3220	waar	['']	[]
3221	huurders	['']	[]
3222	en	['']	[]
3223	gebruikers	['']	[]
3224	hun	['']	[]
3225	ideeën	['']	[]
3226	voor	['']	[]
3227	verduurzaming	['']	[]
3228	en	['']	[]
3229	lokale	['']	[]
3230	energieopwekking	['']	[]
3231	kunnen	['']	[]
3232	voorleggen	['']	[]
3233	en	['']	[]
3234	toetsen	['']	[]
3235	.	['']	[]
3236	En	['']	[]
3237	de	['']	[]
3238	huurders	['']	[]
3239	en	['']	[]
3240	gebruikers	['']	[]
3241	hierover	['']	[]
3242	te	['']	[]
3243	informeren	['']	[]
3244	.	['']	[]
3245	De	['B_PER_17']	[]
3246	heer	['I_PER_17']	['B_PER_114']
3247	Van	['I_PER_17']	['I_PER_114']
3248	Heuven	['I_PER_17']	['I_PER_114']
3249	(	['']	[]
3250	PvdD	['']	[]
3251	)	['']	[]
3252	merkt	['']	[]
3253	op	['']	[]
3254	dat	['']	[]
3255	de	['']	[]
3256	Partij	['']	[]
3257	voor	['']	[]
3258	de	['']	[]
3259	Dieren	['']	[]
3260	een	['']	[]
3261	voorstander	['']	[]
3262	is	['']	[]
3263	van	['']	[]
3264	alle	['']	[]
3265	beetjes	['']	[]
3266	helpen	['']	[]
3267	.	['']	[]
3268	Maar	['']	[]
3269	hoe	['']	[]
3270	verhoudt	['']	[]
3271	deze	['']	[]
3272	motie	['']	[]
3273	zich	['']	[]
3274	tot	['']	[]
3275	het	['']	[]
3276	energieneutraal	['']	[]
3277	maken	['']	[]
3278	van	['']	[]
3279	alle	['']	[]
3280	gemeentelijke	['']	[]
3281	panden	['']	[]
3282	?	['']	[]
3283	Kan	['']	[]
3284	dit	['']	[]
3285	geïnterpreteerd	['']	[]
3286	worden	['']	[]
3287	als	['']	[]
3288	:	['']	[]
3289	we	['']	[]
3290	doen	['']	[]
3291	wat	['']	[]
3292	nu	['']	[]
3293	kan	['']	[]
3294	binnen	['']	[]
3295	vijf	['']	[]
3296	jaar	['']	[]
3297	en	['']	[]
3298	dan	['']	[]
3299	stoppen	['']	[]
3300	we	['']	[]
3301	?	['']	[]
3302	Of	['']	[]
3303	is	['']	[]
3304	het	['']	[]
3305	gewoon	['']	[]
3306	een	['']	[]
3307	eerste	['']	[]
3308	stapje	['']	[]
3309	op	['']	[]
3310	weg	['']	[]
3311	naar	['']	[]
3312	de	['']	[]
3313	volledige	['']	[]
3314	verduurzaming	['']	[]
3315	van	['']	[]
3316	al	['']	[]
3317	het	['']	[]
3318	vastgoed	['']	[]
3319	?	['']	[]
3320	De	['B_PER_18']	[]
3321	heer	['I_PER_18']	['B_PER_115']
3322	Te	['I_PER_18']	['I_PER_115']
3323	Hoonte	['I_PER_18']	['I_PER_115']
3324	(	['']	[]
3325	VVD	['']	[]
3326	)	['']	[]
3327	antwoordt	['']	[]
3328	dat	['']	[]
3329	hij	['B_PER_18']	[]
3330	het	['']	[]
3331	liefst	['']	[]
3332	zou	['']	[]
3333	zien	['']	[]
3334	dat	['']	[]
3335	die	['']	[]
3336	twee	['']	[]
3337	zaken	['']	[]
3338	gelijk	['']	[]
3339	zouden	['']	[]
3340	oplopen	['']	[]
3341	.	['']	[]
3342	Dan	['']	[]
3343	doe	['']	[]
3344	je	['']	[]
3345	het	['']	[]
3346	wanneer	['']	[]
3347	het	['']	[]
3348	kan	['']	[]
3349	.	['']	[]
3350	Alleen	['']	[]
3351	is	['']	[]
3352	er	['']	[]
3353	ook	['']	[]
3354	een	['']	[]
3355	wettelijke	['']	[]
3356	plicht	['']	[]
3357	voor	['']	[]
3358	bepaalde	['']	[]
3359	maatregelen	['']	[]
3360	.	['']	[]
3361	Sommige	['']	[]
3362	van	['']	[]
3363	die	['']	[]
3364	maatregelen	['']	[]
3365	worden	['']	[]
3366	nu	['']	[]
3367	nog	['']	[]
3368	niet	['']	[]
3369	genomen	['']	[]
3370	,	['']	[]
3371	zeker	['']	[]
3372	niet	['']	[]
3373	in	['']	[]
3374	de	['']	[]
3375	gevallen	['']	[]
3376	waarin	['']	[]
3377	de	['']	[]
3378	gemeente	['']	[]
3379	ook	['']	[]
3380	de	['']	[]
3381	gebruiker	['']	[]
3382	is	['']	[]
3383	van	['']	[]
3384	het	['']	[]
3385	pand	['']	[]
3386	.	['']	[]
3387	Hij	['']	[]
3388	denkt	['']	[]
3389	dat	['']	[]
3390	het	['']	[]
3391	zou	['']	[]
3392	passen	['']	[]
3393	als	['']	[]
3394	de	['']	[]
3395	gemeente	['']	[]
3396	die	['']	[]
3397	maatregelen	['']	[]
3398	in	['']	[]
3399	ieder	['']	[]
3400	geval	['']	[]
3401	neemt	['']	[]
3402	.	['']	[]
3403	Verder	['']	[]
3404	denkt	['']	[]
3405	hij	['B_PER_18']	[]
3406	dat	['']	[]
3407	op	['']	[]
3408	dit	['']	[]
3409	moment	['']	[]
3410	veel	['']	[]
3411	organisaties	['']	[]
3412	echt	['']	[]
3413	geholpen	['']	[]
3414	zouden	['']	[]
3415	zijn	['']	[]
3416	als	['']	[]
3417	zij	['']	[]
3418	hun	['']	[]
3419	energieverbruik	['']	[]
3420	met	['']	[]
3421	20%	['']	[]
3422	of	['']	[]
3423	30	['']	[]
3424	%	['']	[]
3425	kunnen	['']	[]
3426	terugbrengen	['']	[]
3427	,	['']	[]
3428	zonder	['']	[]
3429	dat	['']	[]
3430	het	['']	[]
3431	gehele	['']	[]
3432	pand	['']	[]
3433	fossielvrij	['']	[]
3434	wordt	['']	[]
3435	gemaakt	['']	[]
3436	.	['']	[]
3437	Misschien	['']	[]
3438	kan	['']	[]
3439	men	['']	[]
3440	die	['']	[]
3441	twee	['']	[]
3442	zaken	['']	[]
3443	samen	['']	[]
3444	laten	['']	[]
3445	oplopen	['']	[]
3446	.	['']	[]
3447	De	['B_PER_10']	[]
3448	heer	['I_PER_10']	['B_PER_116']
3449	Dekkers	['I_PER_10']	['I_PER_116']
3450	(	['']	[]
3451	GroenLinks	['']	[]
3452	)	['']	[]
3453	merkt	['']	[]
3454	op	['']	[]
3455	dat	['']	[]
3456	GroenLinks	['']	[]
3457	heel	['']	[]
3458	sympathiek	['']	[]
3459	staat	['']	[]
3460	tegenover	['']	[]
3461	het	['']	[]
3462	idee	['']	[]
3463	dat	['']	[]
3464	de	['']	[]
3465	gemeente	['']	[]
3466	zich	['']	[]
3467	houdt	['']	[]
3468	aan	['']	[]
3469	de	['']	[]
3470	regels	['']	[]
3471	die	['']	[]
3472	ze	['']	[]
3473	ook	['']	[]
3474	aan	['']	[]
3475	anderen	['']	[]
3476	stelt	['']	[]
3477	.	['']	[]
3478	Misschien	['']	[]
3479	moet	['']	[]
3480	de	['']	[]
3481	gemeente	['']	[]
3482	daar	['']	[]
3483	zelfs	['']	[]
3484	strenger	['']	[]
3485	in	['']	[]
3486	zijn	['']	[]
3487	.	['']	[]
3488	Maar	['']	[]
3489	het	['']	[]
3490	probleem	['']	[]
3491	is	['']	[]
3492	dat	['']	[]
3493	er	['']	[]
3494	ambities	['']	[]
3495	worden	['']	[]
3496	gestapeld	['']	[]
3497	en	['']	[]
3498	dat	['']	[]
3499	de	['']	[]
3500	organisatie	['']	[]
3501	dat	['']	[]
3502	niet	['']	[]
3503	aankan	['']	[]
3504	.	['']	[]
3505	Is	['']	[]
3506	de	['']	[]
3507	VVD	['']	[]
3508	het	['']	[]
3509	niet	['']	[]
3510	met	['']	[]
3511	GroenLinks	['']	[]
3512	eens	['']	[]
3513	dat	['']	[]
3514	het	['']	[]
3515	slim	['']	[]
3516	is	['']	[]
3517	om	['']	[]
3518	dit	['']	[]
3519	onderwerp	['']	[]
3520	Raadsvergadering	['']	[]
3521	van	['']	[]
3522	15	['']	[]
3523	september	['']	[]
3524	2022	['']	[]
3525	8	['']	[]
3526	volgend	['']	[]
3527	jaar	['']	[]
3528	te	['']	[]
3529	bespreken	['']	[]
3530	,	['']	[]
3531	als	['']	[]
3532	er	['']	[]
3533	uitgebreid	['']	[]
3534	gesproken	['']	[]
3535	wordt	['']	[]
3536	over	['']	[]
3537	de	['']	[]
3538	wijze	['']	[]
3539	waarop	['']	[]
3540	de	['']	[]
3541	problematiek	['']	[]
3542	verder	['']	[]
3543	zal	['']	[]
3544	worden	['']	[]
3545	aangepakt	['']	[]
3546	?	['']	[]
3547	De	['B_PER_18']	[]
3548	heer	['I_PER_18']	['B_PER_117']
3549	Te	['I_PER_18']	['I_PER_117']
3550	Hoonte	['I_PER_18']	['I_PER_117']
3551	(	['']	[]
3552	VVD	['']	[]
3553	)	['']	[]
3554	antwoordt	['']	[]
3555	dat	['']	[]
3556	als	['']	[]
3557	dit	['']	[]
3558	onderwerp	['']	[]
3559	volgend	['']	[]
3560	jaar	['']	[]
3561	besproken	['']	[]
3562	wordt	['']	[]
3563	,	['']	[]
3564	er	['']	[]
3565	dit	['']	[]
3566	jaar	['']	[]
3567	niemand	['']	[]
3568	zal	['']	[]
3569	worden	['']	[]
3570	geholpen	['']	[]
3571	om	['']	[]
3572	een	['']	[]
3573	lagere	['']	[]
3574	energierekening	['']	[]
3575	te	['']	[]
3576	krijgen	['']	[]
3577	.	['']	[]
3578	Het	['']	[]
3579	gevolg	['']	[]
3580	daarvan	['']	[]
3581	is	['']	[]
3582	dat	['']	[]
3583	veel	['']	[]
3584	organisaties	['']	[]
3585	-	['']	[]
3586	voetbalclubs	['']	[]
3587	,	['']	[]
3588	maatschappelijke	['']	[]
3589	organisaties	['']	[]
3590	en	['']	[]
3591	andere	['']	[]
3592	organisaties	['']	[]
3593	waar	['']	[]
3594	ook	['']	[]
3595	GroenLinks	['']	[]
3596	zo	['']	[]
3597	aan	['']	[]
3598	hecht	['']	[]
3599	-	['']	[]
3600	zullen	['']	[]
3601	aankloppen	['']	[]
3602	bij	['']	[]
3603	de	['']	[]
3604	gemeente	['']	[]
3605	voor	['']	[]
3606	steun	['']	[]
3607	op	['']	[]
3608	de	['']	[]
3609	lopende	['']	[]
3610	rekening	['']	[]
3611	.	['']	[]
3612	Hij	['']	[]
3613	geeft	['']	[]
3614	het	['']	[]
3615	geld	['']	[]
3616	dan	['']	[]
3617	liever	['']	[]
3618	uit	['']	[]
3619	aan	['']	[]
3620	verduurzamingsmaatregelen	['']	[]
3621	,	['']	[]
3622	zodat	['']	[]
3623	die	['']	[]
3624	organisaties	['']	[]
3625	ook	['']	[]
3626	echt	['']	[]
3627	minder	['']	[]
3628	energie	['']	[]
3629	gaan	['']	[]
3630	verbruiken	['']	[]
3631	,	['']	[]
3632	dan	['']	[]
3633	aan	['']	[]
3634	het	['']	[]
3635	weer	['']	[]
3636	uitstellen	['']	[]
3637	van	['']	[]
3638	de	['']	[]
3639	ambities	['']	[]
3640	.	['']	[]
3641	Overigens	['']	[]
3642	zijn	['']	[]
3643	een	['']	[]
3644	aantal	['']	[]
3645	van	['']	[]
3646	die	['']	[]
3647	ambities	['']	[]
3648	gewoon	['']	[]
3649	wettelijk	['']	[]
3650	verplicht	['']	[]
3651	.	['']	[]
3652	De	['B_PER_10']	[]
3653	heer	['I_PER_10']	['B_PER_118']
3654	Dekkers	['I_PER_10']	['I_PER_118']
3655	(	['']	[]
3656	GroenLinks	['']	[]
3657	)	['']	[]
3658	snapt	['']	[]
3659	heel	['']	[]
3660	goed	['']	[]
3661	dat	['']	[]
3662	men	['']	[]
3663	niet	['']	[]
3664	stil	['']	[]
3665	moet	['']	[]
3666	blijven	['']	[]
3667	zitten	['']	[]
3668	zolang	['']	[]
3669	niet	['']	[]
3670	alles	['']	[]
3671	is	['']	[]
3672	uitgewerkt	['']	[]
3673	.	['']	[]
3674	Maar	['']	[]
3675	is	['']	[]
3676	het	['']	[]
3677	niet	['']	[]
3678	slim	['']	[]
3679	om	['']	[]
3680	het	['']	[]
3681	college	['']	[]
3682	te	['']	[]
3683	vragen	['']	[]
3684	om	['']	[]
3685	in	['']	[]
3686	het	['']	[]
3687	plan	['']	[]
3688	van	['']	[]
3689	aanpak	['']	[]
3690	,	['']	[]
3691	dat	['']	[]
3692	de	['']	[]
3693	raad	['']	[]
3694	over	['']	[]
3695	zes	['']	[]
3696	weken	['']	[]
3697	zal	['']	[]
3698	ontvangen	['']	[]
3699	,	['']	[]
3700	te	['']	[]
3701	verwerken	['']	[]
3702	wat	['']	[]
3703	in	['']	[]
3704	deze	['']	[]
3705	periode	['']	[]
3706	al	['']	[]
3707	kan	['']	[]
3708	gebeuren	['']	[]
3709	?	['']	[]
3710	De	['B_PER_18']	[]
3711	heer	['I_PER_18']	['B_PER_119']
3712	Te	['I_PER_18']	['I_PER_119']
3713	Hoonte	['I_PER_18']	['I_PER_119']
3714	(	['']	[]
3715	VVD	['']	[]
3716	)	['']	[]
3717	vindt	['']	[]
3718	dat	['']	[]
3719	de	['']	[]
3720	wethouder	['']	[]
3721	moet	['']	[]
3722	duiden	['']	[]
3723	of	['']	[]
3724	hij	['']	[]
3725	dat	['']	[]
3726	in	['']	[]
3727	de	['']	[]
3728	komende	['']	[]
3729	zes	['']	[]
3730	weken	['']	[]
3731	nog	['']	[]
3732	in	['']	[]
3733	het	['']	[]
3734	plan	['']	[]
3735	van	['']	[]
3736	aanpak	['']	[]
3737	kan	['']	[]
3738	verwerken	['']	[]
3739	.	['']	[]
3740	De	['']	[]
3741	raad	['']	[]
3742	zou	['']	[]
3743	de	['']	[]
3744	wethouder	['']	[]
3745	een	['']	[]
3746	duidelijke	['']	[]
3747	motie	['']	[]
3748	kunnen	['']	[]
3749	meegeven	['']	[]
3750	,	['']	[]
3751	waarin	['']	[]
3752	wordt	['']	[]
3753	gesteld	['']	[]
3754	dat	['']	[]
3755	de	['']	[]
3756	wethouder	['']	[]
3757	de	['']	[]
3758	genoemde	['']	[]
3759	punten	['']	[]
3760	in	['']	[]
3761	het	['']	[]
3762	plan	['']	[]
3763	van	['']	[]
3764	aanpak	['']	[]
3765	zal	['']	[]
3766	moeten	['']	[]
3767	verwerken	['']	[]
3768	.	['']	[]
3769	Hij	['B_PER_18']	[]
3770	herhaalt	['']	[]
3771	dat	['']	[]
3772	het	['']	[]
3773	hem	['B_PER_18']	[]
3774	erom	['']	[]
3775	gaat	['']	[]
3776	dat	['']	[]
3777	organisaties	['']	[]
3778	,	['']	[]
3779	scholen	['']	[]
3780	e.d	['']	[]
3781	.	['']	[]
3782	die	['']	[]
3783	bij	['']	[]
3784	de	['']	[]
3785	gemeente	['']	[]
3786	huren	['']	[]
3787	,	['']	[]
3788	kunnen	['']	[]
3789	aankloppen	['']	[]
3790	bij	['']	[]
3791	de	['']	[]
3792	gemeente	['']	[]
3793	als	['']	[]
3794	zij	['']	[]
3795	bijvoorbeeld	['']	[]
3796	TL-verlichting	['']	[]
3797	willen	['']	[]
3798	vervangen	['']	[]
3799	door	['']	[]
3800	LED-verlichting	['']	[]
3801	,	['']	[]
3802	omdat	['']	[]
3803	zij	['']	[]
3804	daarmee	['']	[]
3805	hun	['']	[]
3806	energiekosten	['']	[]
3807	kunnen	['']	[]
3808	verlagen	['']	[]
3809	.	['']	[]
3810	Kan	['']	[]
3811	het	['']	[]
3812	georganiseerd	['']	[]
3813	worden	['']	[]
3814	dat	['']	[]
3815	de	['']	[]
3816	gemeente	['']	[]
3817	in	['']	[]
3818	zulke	['']	[]
3819	gevallen	['']	[]
3820	zegt	['']	[]
3821	dat	['']	[]
3822	ze	['']	[]
3823	zal	['']	[]
3824	bekijken	['']	[]
3825	of	['']	[]
3826	dat	['']	[]
3827	geregeld	['']	[]
3828	kan	['']	[]
3829	worden	['']	[]
3830	?	['']	[]
3831	Op	['']	[]
3832	dit	['']	[]
3833	moment	['']	[]
3834	krijgen	['']	[]
3835	zij	['']	[]
3836	te	['']	[]
3837	horen	['']	[]
3838	:	['']	[]
3839	wacht	['']	[]
3840	u	['']	[]
3841	even	['']	[]
3842	af	['']	[]
3843	,	['']	[]
3844	want	['']	[]
3845	over	['']	[]
3846	een	['']	[]
3847	aantal	['']	[]
3848	jaren	['']	[]
3849	gaan	['']	[]
3850	we	['']	[]
3851	het	['']	[]
3852	hele	['']	[]
3853	gebouw	['']	[]
3854	verbouwen	['']	[]
3855	en	['']	[]
3856	dan	['']	[]
3857	gaan	['']	[]
3858	we	['']	[]
3859	dergelijke	['']	[]
3860	maatregelen	['']	[]
3861	doorvoeren	['']	[]
3862	.	['']	[]
3863	Daar	['']	[]
3864	zijn	['']	[]
3865	die	['']	[]
3866	scholen	['']	[]
3867	en	['']	[]
3868	organisaties	['']	[]
3869	nu	['']	[]
3870	niet	['']	[]
3871	mee	['']	[]
3872	geholpen	['']	[]
3873	.	['']	[]
3874	De	['B_PER_17']	[]
3875	heer	['I_PER_17']	['B_PER_120']
3876	Van	['I_PER_17']	['I_PER_120']
3877	Heuven	['I_PER_17']	['I_PER_120']
3878	(	['']	[]
3879	PvdD	['']	[]
3880	)	['']	[]
3881	stelt	['']	[]
3882	dat	['']	[]
3883	het	['']	[]
3884	klimaat	['']	[]
3885	oncontroleerbaar	['']	[]
3886	opwarmt	['']	[]
3887	.	['']	[]
3888	De	['']	[]
3889	gemeente	['']	[]
3890	moet	['']	[]
3891	dan	['']	[]
3892	het	['']	[]
3893	goede	['']	[]
3894	voorbeeld	['']	[]
3895	geven	['']	[]
3896	bij	['']	[]
3897	het	['']	[]
3898	tegengaan	['']	[]
3899	van	['']	[]
3900	een	['']	[]
3901	klimaatcrisis	['']	[]
3902	.	['']	[]
3903	Toch	['']	[]
3904	faalt	['']	[]
3905	Utrecht	['']	[]
3906	jammerlijk	['']	[]
3907	bij	['']	[]
3908	het	['']	[]
3909	verduurzamen	['']	[]
3910	van	['']	[]
3911	de	['']	[]
3912	eigen	['']	[]
3913	gebouwen	['']	[]
3914	,	['']	[]
3915	zo	['']	[]
3916	oordeelt	['']	[]
3917	de	['']	[]
3918	Rekenkamer	['']	[]
3919	.	['']	[]
3920	In	['']	[]
3921	de	['']	[]
3922	commissie	['']	[]
3923	zei	['']	[]
3924	de	['']	[]
3925	wethouder	['']	[]
3926	dat	['']	[]
3927	hij	['']	[]
3928	wel	['']	[]
3929	wil	['']	[]
3930	verduurzamen	['']	[]
3931	,	['']	[]
3932	maar	['']	[]
3933	dat	['']	[]
3934	het	['']	[]
3935	verduurzamen	['']	[]
3936	van	['']	[]
3937	het	['']	[]
3938	eigen	['']	[]
3939	vastgoed	['']	[]
3940	ingewikkeld	['']	[]
3941	is	['']	[]
3942	en	['']	[]
3943	geld	['']	[]
3944	kost	['']	[]
3945	.	['']	[]
3946	De	['']	[]
3947	wethouder	['']	[]
3948	zei	['']	[]
3949	in	['']	[]
3950	de	['']	[]
3951	commissie	['']	[]
3952	ook	['']	[]
3953	dat	['']	[]
3954	er	['']	[]
3955	begin	['']	[]
3956	2023	['']	[]
3957	een	['']	[]
3958	plan	['']	[]
3959	komt	['']	[]
3960	,	['']	[]
3961	waarin	['']	[]
3962	hij	['']	[]
3963	ook	['']	[]
3964	zal	['']	[]
3965	terugkomen	['']	[]
3966	op	['']	[]
3967	de	['']	[]
3968	vraag	['']	[]
3969	of	['']	[]
3970	alles	['']	[]
3971	in	['']	[]
3972	2040	['']	[]
3973	wel	['']	[]
3974	energieneutraal	['']	[]
3975	kan	['']	[]
3976	zijn	['']	[]
3977	.	['']	[]
3978	Daarmee	['']	[]
3979	lijkt	['']	[]
3980	hij	['']	[]
3981	dus	['']	[]
3982	doelstellingen	['']	[]
3983	terzijde	['']	[]
3984	te	['']	[]
3985	schuiven	['']	[]
3986	.	['']	[]
3987	De	['']	[]
3988	PvdD	['']	[]
3989	vindt	['']	[]
3990	dat	['']	[]
3991	onacceptabel	['']	[]
3992	.	['']	[]
3993	De	['']	[]
3994	PvdD	['']	[]
3995	wil	['']	[]
3996	aan	['']	[]
3997	het	['']	[]
3998	genoemde	['']	[]
3999	plan	['']	[]
4000	wel	['']	[]
4001	enige	['']	[]
4002	richting	['']	[]
4003	geven	['']	[]
4004	.	['']	[]
4005	Wat	['']	[]
4006	de	['']	[]
4007	PvdD	['']	[]
4008	betreft	['']	[]
4009	is	['']	[]
4010	gemeentelijk	['']	[]
4011	vastgoed	['']	[]
4012	wél	['']	[]
4013	energieneutraal	['']	[]
4014	in	['']	[]
4015	2040	['']	[]
4016	,	['']	[]
4017	liefst	['']	[]
4018	sneller	['']	[]
4019	.	['']	[]
4020	Dat	['']	[]
4021	kost	['']	[]
4022	geld	['']	[]
4023	en	['']	[]
4024	dat	['']	[]
4025	is	['']	[]
4026	ingewikkeld	['']	[]
4027	,	['']	[]
4028	maar	['']	[]
4029	als	['']	[]
4030	er	['']	[]
4031	tijdens	['']	[]
4032	de	['']	[]
4033	coronacrisis	['']	[]
4034	financiële	['']	[]
4035	spelregels	['']	[]
4036	aangepast	['']	[]
4037	worden	['']	[]
4038	,	['']	[]
4039	zoals	['']	[]
4040	aanpassing	['']	[]
4041	van	['']	[]
4042	het	['']	[]
4043	weerstandsvermogen	['']	[]
4044	,	['']	[]
4045	dan	['']	[]
4046	moet	['']	[]
4047	dat	['']	[]
4048	ook	['']	[]
4049	kunnen	['']	[]
4050	als	['']	[]
4051	het	['']	[]
4052	gaat	['']	[]
4053	om	['']	[]
4054	de	['']	[]
4055	klimaatcrisis	['']	[]
4056	.	['']	[]
4057	Voordeel	['']	[]
4058	daarvan	['']	[]
4059	is	['']	[]
4060	dat	['']	[]
4061	door	['']	[]
4062	het	['']	[]
4063	energieneutraal	['']	[]
4064	maken	['']	[]
4065	tegelijk	['']	[]
4066	bespaard	['']	[]
4067	wordt	['']	[]
4068	op	['']	[]
4069	de	['']	[]
4070	steeds	['']	[]
4071	hoger	['']	[]
4072	wordende	['']	[]
4073	energiekosten	['']	[]
4074	van	['']	[]
4075	de	['']	[]
4076	gemeentelijke	['']	[]
4077	gebouwen	['']	[]
4078	.	['']	[]
4079	Daarom	['']	[]
4080	dient	['']	[]
4081	hij	['']	[]
4082	motie	['']	[]
4083	230	['']	[]
4084	in	['']	[]
4085	(	['']	[]
4086	Verduurzaam	['']	[]
4087	gemeentelijk	['']	[]
4088	vastgoed	['']	[]
4089	)	['']	[]
4090	,	['']	[]
4091	samen	['']	[]
4092	met	['']	[]
4093	Volt	['']	[]
4094	,	['']	[]
4095	EenUtrecht	['']	[]
4096	en	['']	[]
4097	BIJ1	['']	[]
4098	,	['']	[]
4099	waarin	['']	[]
4100	het	['']	[]
4101	college	['']	[]
4102	wordt	['']	[]
4103	opgeroepen	['']	[]
4104	om	['']	[]
4105	koersvast	['']	[]
4106	te	['']	[]
4107	blijven	['']	[]
4108	en	['']	[]
4109	in	['']	[]
4110	het	['']	[]
4111	in	['']	[]
4112	2023	['']	[]
4113	verschijnende	['']	[]
4114	plan	['']	[]
4115	in	['']	[]
4116	te	['']	[]
4117	zetten	['']	[]
4118	op	['']	[]
4119	energieneutraal	['']	[]
4120	en	['']	[]
4121	dus	['']	[]
4122	fossielvrij	['']	[]
4123	gemeentelijk	['']	[]
4124	vastgoed	['']	[]
4125	,	['']	[]
4126	uiterlijk	['']	[]
4127	in	['']	[]
4128	2040	['']	[]
4129	,	['']	[]
4130	zo	['']	[]
4131	mogelijk	['']	[]
4132	eerder	['']	[]
4133	.	['']	[]
4134	Mevrouw	['B_PER_3']	['B_PER_121']
4135	Assen	['I_PER_3']	['I_PER_121']
4136	(	['']	[]
4137	PvdA	['']	[]
4138	)	['']	[]
4139	vindt	['']	[]
4140	dat	['']	[]
4141	de	['B_PER_17']	[]
4142	heer	['I_PER_17']	['B_PER_122']
4143	Van	['I_PER_17']	['I_PER_122']
4144	Heuven	['I_PER_17']	['I_PER_122']
4145	toch	['']	[]
4146	een	['']	[]
4147	beetje	['']	[]
4148	selectief	['']	[]
4149	shopt	['']	[]
4150	in	['']	[]
4151	het	['']	[]
4152	rapport	['']	[]
4153	van	['']	[]
4154	de	['']	[]
4155	Rekenkamer	['']	[]
4156	.	['']	[]
4157	Die	['']	[]
4158	geeft	['']	[]
4159	immers	['']	[]
4160	aan	['']	[]
4161	dat	['']	[]
4162	bepaalde	['']	[]
4163	doelen	['']	[]
4164	niet	['']	[]
4165	haalbaar	['']	[]
4166	zijn	['']	[]
4167	.	['']	[]
4168	Een	['']	[]
4169	reflectie	['']	[]
4170	daarop	['']	[]
4171	zou	['']	[]
4172	passend	['']	[]
4173	zijn	['']	[]
4174	.	['']	[]
4175	Raadsvergadering	['']	[]
4176	van	['']	[]
4177	15	['']	[]
4178	september	['']	[]
4179	2022	['']	[]
4180	9	['']	[]
4181	De	['B_PER_17']	[]
4182	heer	['I_PER_17']	['B_PER_123']
4183	Van	['I_PER_17']	['I_PER_123']
4184	Heuven	['I_PER_17']	['I_PER_123']
4185	(	['']	[]
4186	PvdD	['']	[]
4187	)	['']	[]
4188	stelt	['']	[]
4189	dat	['']	[]
4190	men	['']	[]
4191	voor	['']	[]
4192	de	['']	[]
4193	grote	['']	[]
4194	opgave	['']	[]
4195	staat	['']	[]
4196	om	['']	[]
4197	de	['']	[]
4198	klimaatcrisis	['']	[]
4199	te	['']	[]
4200	bestrijden	['']	[]
4201	.	['']	[]
4202	De	['']	[]
4203	gemeente	['']	[]
4204	heeft	['']	[]
4205	gemeentelijk	['']	[]
4206	vastgoed	['']	[]
4207	dat	['']	[]
4208	te	['']	[]
4209	verduurzamen	['']	[]
4210	is	['']	[]
4211	.	['']	[]
4212	Ze	['']	[]
4213	kan	['']	[]
4214	daarin	['']	[]
4215	dus	['']	[]
4216	een	['']	[]
4217	rol	['']	[]
4218	spelen	['']	[]
4219	.	['']	[]
4220	Dat	['']	[]
4221	ligt	['']	[]
4222	binnen	['']	[]
4223	de	['']	[]
4224	invloedssfeer	['']	[]
4225	van	['']	[]
4226	de	['']	[]
4227	raad	['']	[]
4228	.	['']	[]
4229	Als	['']	[]
4230	er	['']	[]
4231	technische	['']	[]
4232	redenen	['']	[]
4233	zijn	['']	[]
4234	op	['']	[]
4235	grond	['']	[]
4236	waarvan	['']	[]
4237	een	['']	[]
4238	pand	['']	[]
4239	niet	['']	[]
4240	energieneutraal	['']	[]
4241	gemaakt	['']	[]
